scenario_id,Q_day,unit_cost_reduction,buy_reduction_MWh,sell_reduction_MWh,self_ratio_gain,green_ratio_gain,sell_ratio_reduction
W1P1,72,-0.0,-0.0,-0.0,0.0,0.0,-0.0
W1P1,63,67.3952047619041,18.954199999999958,18.954199999999986,0.024881984446626593,0.020332324987663908,0.02488198444662651
W1P1,54,7.913499999999658,1.8620000000001085,1.8620000000001085,0.0024443265893376864,0.0023052542960433353,0.00244432658933752
W1P1,45,-4.547473508864641e-13,8.526512829121202e-14,2.8421709430404007e-13,3.3306690738754696e-16,2.220446049250313e-16,3.885780586188048e-16
W1P1,36,-4.547473508864641e-13,8.526512829121202e-14,2.2737367544323206e-13,2.7755575615628914e-16,3.3306690738754696e-16,3.3306690738754696e-16
W1P2,72,-0.0,-0.0,-0.0,0.0,0.0,-0.0
W1P2,63,84.40272857142554,12.526199999999903,12.5262,0.02489288638405107,0.013436956941494604,0.024892886384051
W1P2,54,199.61657222221947,28.860199999999907,28.860200000000013,0.0573528827274824,0.03573045114643658,0.057352882727482325
W1P2,45,316.96526666666887,51.02800000000002,51.02799999999988,0.10140618913999067,0.07468750914785849,0.1014061891399907
W1P2,36,133.09374999999818,15.212000000000103,15.212000000000188,0.0302302843379626,0.027226517754868507,0.03023028433796271
W1P3,72,-0.0,-0.0,-0.0,0.0,0.0,-0.0
W1P3,63,71.4655857142834,10.606200000000058,10.606200000000015,0.031430992994393114,0.011377357276179445,0.03143099299439319
W1P3,54,364.32138888888767,54.13199999999995,54.13200000000002,0.16041772857125935,0.06701827365918878,0.16041772857125933
W1P3,45,467.58166666666693,78.8900000000001,78.89000000000003,0.23378693946254803,0.11546793126664917,0.233786939462548
W1P3,36,628.5762749999994,98.60020000000014,98.60020000000014,0.29219722383565916,0.17647515750286397,0.2921972238356591
W1P4,72,-0.0,-0.0,-0.0,0.0,0.0,-0.0
W1P4,63,62.8408238095235,9.326200000000313,9.3262,0.03418644887904865,0.010004290832636042,0.034186448879048696
W1P4,54,239.1664444444441,30.424000000000092,30.424,0.11152329144733952,0.037666518100331836,0.1115232914473395
W1P4,45,304.90121999999974,60.520200000000045,60.52020000000001,0.22184498761015237,0.08858083779748838,0.22184498761015242
W1P4,36,463.5055499999962,73.44239999999996,73.44239999999999,0.2692130613920617,0.13144759450171822,0.2692130613920617
W2P1,72,-0.0,-0.0,-0.0,0.0,0.0,-0.0
W2P1,63,57.159014285713965,17.35420000000005,17.35419999999999,0.02633797943251215,0.0186159919332346,0.02633797943251215
W2P1,54,90.72049999999854,21.346000000000004,21.346000000000217,0.03239622160436151,0.0264274748675285,0.03239622160436151
W2P1,45,-1.8189894035458565e-12,-0.0,2.2737367544323206e-13,3.3306690738754696e-16,2.220446049250313e-16,3.885780586188048e-16
W2P1,36,-3.637978807091713e-12,-1.7053025658242404e-13,1.7053025658242404e-13,2.7755575615628914e-16,3.3306690738754696e-16,2.220446049250313e-16
W2P2,72,-0.0,-0.0,-0.0,0.0,0.0,-0.0
W2P2,63,64.02672857142898,9.502200000000016,9.5022,0.02373508782447098,0.010193087468623296,0.023735087824470952
W2P2,54,191.3951111111137,17.068000000000325,17.068000000000012,0.04263333533161473,0.021131085029465813,0.042633335331614834
