scenario_id,wind_scenario,pv_scenario,Q_day,total_cost,incremental_total_cost,unit_cost,incremental_unit_cost,E_load,E_re,E_buy,E_sell,E_curtail,E_self,R_self,R_green,R_sell,class,pass_self,pass_green,pass_green_2030,pass_sell,rate_vector,on_hours
W1P1,1,1,72,390965.991632877,352295.994632877,5430.08321712329,4892.99992545662,1056.72,761.764,430.28,135.324,0,626.44,0.822354429980939,0.59281550458021,0.177645570019061,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W1P1,1,1,63,304456.259832877,265786.262832877,4832.6390449663,4218.82956877582,932.22,761.764,311.4456,140.9896,0,620.7744,0.814916955907604,0.665909763789663,0.185083044092396,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 3 0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 22
W1P1,1,1,54,218729.556632877,180059.559632877,4050.54734505327,3334.43628949772,807.72,761.764,202.288,156.332,0,605.432,0.794776334927878,0.749556777100976,0.205223665072122,部分满足,1,1,1,0,0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
W1P1,1,1,45,159813.117632877,121143.120632877,3551.40261406393,2692.06934739726,683.22,761.764,113.806,192.35,0,569.414,0.747493974511791,0.833427007406106,0.252506025488209,部分满足,1,1,1,0,0 0 3 0 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0,2 5 6 7 8 9 10 11 12 13 14 15 16 17 18
W1P1,1,1,36,88479.9656328767,49809.9686328767,2457.77682313546,1383.61023980213,558.72,761.764,36.09,239.134,0,522.63,0.686078628026528,0.935405927835052,0.313921371973472,部分满足,1,1,1,0,0 0 0 0 0 0 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0,6 7 8 9 10 11 12 13 14 15 16 17
W1P2,1,2,72,489792.268532877,451122.271532877,6802.67039628995,6265.58710462329,1056.72,503.204,560.9662,7.4502,0,495.7538,0.985194473811814,0.469143954879249,0.0148055261881861,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W1P2,1,2,63,403282.536732877,364612.539732877,6401.31010687106,5787.50063068058,932.22,503.204,442.1318,13.1158,0,490.0882,0.973935421816997,0.525721610778571,0.0260645781830033,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 3 0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 22
W1P2,1,2,54,301743.394632877,263073.397632877,5587.84064134957,4871.72958579401,807.72,503.204,331.586,27.07,0,476.134,0.946204720153258,0.589479027385728,0.0537952798467421,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
W1P2,1,2,45,243206.088532877,204536.091532877,5404.57974517504,4545.24647850837,683.22,503.204,232.4242,52.4082,0,450.7958,0.895850986876098,0.659810602734112,0.104149013123902,全满足,1,1,1,1,0 0 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0,2 3 4 5 7 8 9 10 11 12 13 14 15 16 17
W1P2,1,2,36,176587.942532877,137917.945532877,4905.22062591324,3831.05404257991,558.72,503.204,146.9822,91.4662,0,411.7378,0.818232366992313,0.736930483963345,0.181767633007687,全满足,1,1,1,1,0 0 3 0 0 3 0 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0,2 5 7 8 9 10 11 12 13 14 15 16
W1P3,1,3,72,587763.482632877,549093.485632877,8163.3817032344,7626.29841156773,1056.72,337.444,719.276,0,0,337.444,1,0.31933151639034,0,全满足,1,1,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W1P3,1,3,63,501253.750832877,462583.753832877,7956.40874337899,7342.59926718852,932.22,337.444,600.4416,5.6656,0,331.7784,0.983210251182418,0.355901396666023,0.0167897488175816,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 3 0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 22
W1P3,1,3,54,398899.568732877,360229.571732877,7387.02905060883,6670.91799505327,807.72,337.444,487.9758,17.6998,0,319.7442,0.947547444909378,0.395860199078889,0.0524525550906224,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
W1P3,1,3,45,331191.755632877,292521.758632877,7359.81679184171,6500.48352517504,683.22,337.444,385.454,39.678,0,297.766,0.882416045329003,0.435827405520916,0.117583954670997,全满足,1,1,1,1,0 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0,1 2 3 4 5 7 8 9 10 11 12 13 14 15 16
W1P3,1,3,36,264405.176532877,225735.179532877,7344.58823702435,6270.42165369102,558.72,337.444,294.5582,73.2822,0,264.1618,0.782831521674708,0.472798181557847,0.217168478325292,部分满足,1,1,1,0,0 0 3 0 3 3 0 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 0,2 4 5 7 8 9 10 11 12 13 14 15
W1P4,1,4,72,627256.218632877,588586.221632877,8711.89192545662,8174.80863378995,1056.72,272.804,783.916,0,0,272.804,1,0.258161102278749,0,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W1P4,1,4,63,540746.486832877,502076.489832877,8583.27756877582,7969.46809258535,932.22,272.804,665.0816,5.6656,0,267.1384,0.979231976070732,0.286561541267083,0.0207680239292679,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 3 0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 22
W1P4,1,4,54,445065.247632877,406395.250632877,8241.94903023846,7525.8379746829,807.72,272.804,550.762,15.846,0,256.958,0.941914341431944,0.31812756895954,0.0580856585680562,全满足,1,1,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 0 0 0 0 0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18
W1P4,1,4,45,343501.591632877,304831.594632877,7633.36870295282,6774.03543628615,683.22,272.804,441.554,31.138,0,241.666,0.885859444876175,0.353716226105793,0.114140555123825,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 0 0 0 0 0 0 0 0,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15
W1P4,1,4,36,254215.028832877,215545.031832877,7061.52857869102,5987.36199535769,558.72,272.804,340.1636,54.2476,0,218.5564,0.801148077007669,0.391173396334479,0.198851922992331,全满足,1,1,1,1,3 3 3 3 3 3 0 3 3 3 0 0 3 3 0 3 0 0 0 0 0 0 0 0,0 1 2 3 4 5 7 8 9 12 13 15
W2P1,2,1,72,420187.311632877,381517.314632877,5835.93488378996,5298.85159212329,1056.72,658.904,487.428,89.612,0,569.292,0.863998397338611,0.538734953440836,0.136001602661389,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W2P1,2,1,63,321792.615632877,283122.618632877,5107.81929575995,4494.00981956947,932.22,658.904,363.96,90.644,0,568.26,0.862432160071877,0.609577138443715,0.137567839928123,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 23
W2P1,2,1,54,245776.795532877,207106.798532877,4551.42213949772,3835.31108394216,807.72,658.904,247.8102,98.9942,0,559.9098,0.849759297257264,0.693197890358045,0.150240702742736,全满足,1,1,1,1,0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
W2P1,2,1,45,187288.053432877,148618.056432877,4161.95674295282,3302.62347628615,683.22,658.904,147.2804,122.9644,0,535.9396,0.81338040139383,0.784431954568075,0.18661959860617,全满足,1,1,1,1,0 0 0 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0,3 4 6 7 8 9 10 11 12 13 14 15 16 17 18
W2P1,2,1,36,116356.322532877,77686.3255328767,3232.12007035769,2157.95348702435,558.72,658.904,55.9762,156.1602,0,502.7438,0.763000072848245,0.899813502290951,0.236999927151755,部分满足,1,1,1,0,0 0 0 0 0 0 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0,6 7 8 9 10 11 12 13 14 15 16 17
W2P2,2,2,72,530334.702632877,491664.705632877,7365.75975878995,6828.67646712329,1056.72,400.344,656.376,0,0,400.344,1,0.378855325914149,0,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W2P2,2,2,63,431940.006632877,393270.009632877,6856.19058147423,6242.38110528376,932.22,400.344,532.908,1.032,0,399.312,0.997422216893472,0.428345240393898,0.00257778310652839,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 23
W2P2,2,2,54,355924.186532877,317254.189532877,6591.18863949772,5875.07758394216,807.72,400.344,416.7582,9.3822,0,390.9618,0.976564654397218,0.484031347496657,0.0234353456027816,全满足,1,1,1,1,0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
W2P2,2,2,45,281602.395532877,242932.398532877,6257.8310118417,5398.49774517504,683.22,400.344,313.1402,30.2642,0,370.0798,0.924404512119577,0.541670033078657,0.0755954878804228,全满足,1,1,1,1,0 0 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0,2 3 4 5 7 8 9 10 11 12 13 14 15 16 17
W2P2,2,2,36,214093.179632877,175423.182632877,5947.03276757991,4872.86618424658,558.72,400.344,212.68,54.304,0,346.04,0.864356653278181,0.61934421534937,0.135643346721819,全满足,1,1,1,1,0 0 0 3 3 0 0 0 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0,3 4 8 9 10 11 12 13 14 15 16 17
W2P3,2,3,72,631468.526632877,592798.529632877,8770.3962032344,8233.31291156773,1056.72,234.584,822.136,0,0,234.584,1,0.22199258081611,0,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W2P3,2,3,63,533073.830632877,494403.833632877,8461.48937512503,7847.67989893455,932.22,234.584,698.668,1.032,0,233.552,0.99560072298196,0.250533135955032,0.00439927701804045,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 23
W2P3,2,3,54,447104.275532877,408434.278532877,8279.70880616438,7563.59775060883,807.72,234.584,582.5142,9.3782,0,225.2058,0.96002199638509,0.278816669142772,0.0399780036149098,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0,0 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18
W2P3,2,3,45,362602.095532877,323932.098532877,8057.82434517504,7198.49107850837,683.22,234.584,472.4282,23.7922,0,210.7918,0.898577055553661,0.308526975205644,0.101422944446339,全满足,1,1,0,1,0 3 3 3 3 3 3 0 0 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0,1 2 3 4 5 6 9 10 11 12 13 14 15 16 17
W2P3,2,3,36,285590.444532877,246920.447532877,7933.06790369102,6858.90132035769,558.72,234.584,367.0162,42.8802,0,191.7038,0.817207482181223,0.343112471363116,0.182792517818777,全满足,1,1,0,1,0 3 3 3 3 3 0 0 0 0 3 3 3 3 3 3 3 0 0 0 0 0 0 0,1 2 3 4 5 10 11 12 13 14 15 16
W2P4,2,4,72,670961.262632877,632291.265632877,9318.90642545662,8781.82313378996,1056.72,169.944,886.776,0,0,169.944,1,0.16082216670452,0,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W2P4,2,4,63,572566.566632877,533896.569632877,9088.35820052185,8474.54872433138,932.22,169.944,763.308,1.032,0,168.912,0.993927411382573,0.181193280556092,0.00607258861742692,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 23
W2P4,2,4,54,474680.760632877,436010.763632877,8790.38445616438,8074.27340060883,807.72,169.944,641.422,3.646,0,166.298,0.978545873934943,0.205885702966375,0.0214541260650567,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 0 0 0 3 3 3 3 3 3 3 3 3 0 0 0 3,0 1 2 3 4 5 6 7 11 12 13 14 15 16 17 18 19 23
W2P4,2,4,45,369998.320532877,331328.323532877,8222.1849007306,7362.85163406393,683.22,169.944,522.9322,9.6562,0,160.2878,0.943180106387987,0.234606422528614,0.0568198936120134,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 0 0 0 0 3 3 3 3 0 3 3 0 0 0 0 3,0 1 2 3 4 5 6 7 12 13 14 15 17 18 23
W2P4,2,4,36,284536.340532877,245866.343532877,7903.78723702435,6829.62065369102,558.72,169.944,407.7582,18.9822,0,150.9618,0.888303205761898,0.270192225085911,0.111696794238102,部分满足,1,0,0,1,3 3 3 3 3 3 3 3 0 0 0 0 3 3 3 3 0 0 0 0 0 0 0 0,0 1 2 3 4 5 6 7 12 13 14 15
W3P1,3,1,72,380328.033132877,341658.036132877,5282.33379351218,4745.25050184551,1056.72,780.84,402.2482,126.3682,0,654.4718,0.838163772347728,0.619342683019153,0.161836227652272,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W3P1,3,1,63,286067.366232877,247397.369232877,4540.7518449663,3926.94236877582,932.22,780.84,292.63,141.25,0,639.59,0.819105066338815,0.686093411426487,0.180894933661185,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 23
W3P1,3,1,54,211755.970132877,173085.973132877,3921.40685431253,3205.29579875698,807.72,780.84,192.2722,165.3922,0,615.4478,0.788186824445469,0.761956866240776,0.211813175554531,部分满足,1,1,1,0,0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
W3P1,3,1,45,152783.434032877,114113.437032877,3395.18742295282,2535.85415628615,683.22,780.84,105.3704,202.9904,0,577.8496,0.740035858818708,0.845773835660548,0.259964141181292,部分满足,1,1,1,0,0 0 0 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0,3 4 6 7 8 9 10 11 12 13 14 15 16 17 18
W3P1,3,1,36,83979.8111328767,45309.8141328767,2332.7725314688,1258.60594813547,558.72,780.84,30.5702,252.6902,0,528.1498,0.676386711746324,0.945285294959908,0.323613288253676,部分满足,1,1,1,0,0 0 0 0 0 0 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0,6 7 8 9 10 11 12 13 14 15 16 17
W3P2,3,2,72,479823.913032877,441153.916032877,6664.22101434551,6127.13772267884,1056.72,522.28,538.1664,3.72640000000001,0,518.5536,0.992865129815425,0.49071996366114,0.00713487018457533,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W3P2,3,2,63,385563.246132877,346893.249132877,6120.05152591868,5506.2420497282,932.22,522.28,428.5482,18.6082,0,503.6718,0.964371218503485,0.540292849327412,0.0356287814965153,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 23
W3P2,3,2,54,311251.850032877,272581.853032877,5763.92314875698,5047.81209320142,807.72,522.28,328.1904,42.7504,0,479.5296,0.918146588037068,0.593682959441391,0.0818534119629318,全满足,1,1,1,1,0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
W3P2,3,2,45,252355.156132877,213685.159132877,5607.89235850837,4748.5590918417,683.22,522.28,239.1522,78.2122,0,444.0678,0.85024852569503,0.649963115833846,0.149751474304971,全满足,1,1,1,1,0 0 3 3 3 0 0 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0,2 3 4 7 8 9 10 11 12 13 14 15 16 17 18
W3P2,3,2,36,172450.073132877,133780.076132877,4790.27980924657,3716.11322591324,558.72,522.28,153.4522,117.0122,0,405.2678,0.775958872635368,0.725350443871707,0.224041127364632,部分满足,1,1,1,0,0 0 0 3 3 0 0 0 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0,3 4 8 9 10 11 12 13 14 15 16 17
W3P3,3,3,72,579375.880232877,540705.883232877,8046.88722545662,7509.80393378996,1056.72,356.52,700.2,0,0,356.52,1,0.337383602089484,0,全满足,1,1,0,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
W3P3,3,3,63,485115.213332877,446445.216332877,7700.24148147423,7086.43200528376,932.22,356.52,590.5818,14.8818,0,341.6382,0.958258162234938,0.366478084572311,0.0417418377650623,全满足,1,1,1,1,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 23
W3P3,3,3,54,402452.836232877,363782.839232877,7452.83030060883,6736.71924505327,807.72,356.52,489.592,38.392,0,318.128,0.892314596656569,0.393859258158768,0.107685403343431,全满足,1,1,1,1,3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0,0 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18
W3P3,3,3,45,321396.230232877,282726.233232877,7142.13844961948,6282.80518295282,683.22,356.52,397.118,70.418,0,286.102,0.802485134073825,0.418755305758028,0.197514865926175,全满足,1,1,1,1,0 3 3 3 3 3 3 0 0 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0,1 2 3 4 5 6 9 10 11 12 13 14 15 16 17
